Product Name,Browser Title Text,Brands,Meta Keywords,Meta Description,Product Tags,Rewrite URL Slug,Full Description,Short Description,Product Code,Stock,Min Purchase Quantity,Max Purchase Quantity,Weight,Retail Price,Cost Price,Offer Price,Offer Expiry Date,Local/HTTP/FTP Path to File,Hits,YouTube Code,Vimeo Code,Daily Motion Code,Product Expiry,Date Added
Foreign Language Guide per day - German - Zimbabwe,Foreign Language Guide per day - German - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Foreign Language Guide per day - Italian - Zimbabwe,Foreign Language Guide per day - Italian - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Foreign Language Guide per day - Spanish - Zimbabwe,Foreign Language Guide per day - Spanish - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Full Day Great Zimbabwe ,Full Day Great Zimbabwe ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Full Day Matopos ,Full Day Matopos ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Game Drive - VF Pvt Game Reserve - Evening Game Drive & Bush Dinner ,Game Drive - VF Pvt Game Reserve - Evening Game Drive & Bush Dinner ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Game Drive - VF Pvt Game Reserve - Evening Game Drive only,Game Drive - VF Pvt Game Reserve - Evening Game Drive only,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Game Drive - VF Pvt Game Reserve - Game Drive AM/PM,Game Drive - VF Pvt Game Reserve - Game Drive AM/PM,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Game Drive - VF Pvt Game Reserve - Morning or Afternoon Rhino Search ,Game Drive - VF Pvt Game Reserve - Morning or Afternoon Rhino Search ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Game Drive - Zambezi Park AM or PM - Zimbabwe,Game Drive - Zambezi Park AM or PM - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
"Game Walk - Walking Safari am/pm - Zim, excludes park fees","Game Walk - Walking Safari am/pm - Zim, excludes park fees",,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Going Green,Going Green,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Gorge Swing - Zimbabwe,Gorge Swing - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Gorge Swing-Tandem - Zimbabwe,Gorge Swing-Tandem - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Half Day Amagugu Heritage Centre Tour ,Half Day Amagugu Heritage Centre Tour ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Half Day Chipanagali ,Half Day Chipanagali ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Half Day Matopos ,Half Day Matopos ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Harare City Tour,Harare City Tour,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Helicopter Flight - 12/13 Minutes - Zimbabwe,Helicopter Flight - 12/13 Minutes - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Helicopter Flight - 25/30 Minutes - Zimbabwe,Helicopter Flight - 25/30 Minutes - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Highfields/Mbare Township Tours ,Highfields/Mbare Township Tours ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Horse Riding - Experienced (4.5 Hours) - Zimbabwe,Horse Riding - Experienced (4.5 Hours) - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Horse Riding - Full Day - Zimbabwe,Horse Riding - Full Day - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Horse Riding - Nov (2.5 - 3 Hours) - Zimbabwe,Horse Riding - Nov (2.5 - 3 Hours) - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Lion & Lake Chivero Game Drive ,Lion & Lake Chivero Game Drive ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VF Hotels - Kazungula Border Less than 100 Pax - Zimbabwe,Luggage Truck VF Hotels - Kazungula Border Less than 100 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VF Hotels - Kazungula Border Less than 50 Pax - Zimbabwe,Luggage Truck VF Hotels - Kazungula Border Less than 50 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VFA - Kazungula Border Less than 100 Pax - Zimbabwe,Luggage Truck VFA - Kazungula Border Less than 100 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VFA - Kazungula Border Less than 50 Pax - Zimbabwe,Luggage Truck VFA - Kazungula Border Less than 50 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VFA - VF Hotels Less than 100 Pax - Zimbabwe,Luggage Truck VFA - VF Hotels Less than 100 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Luggage Truck VFA - VF Hotels Less than 50 Pax - Zimbabwe,Luggage Truck VFA - VF Hotels Less than 50 Pax - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Lunch -  Lookout Cafe - Transfers Included  ,Lunch -  Lookout Cafe - Transfers Included  ,,,,,,,Majextic Victoria Falls Cruise for the perfect holiday,,1,0,0,0,88,45,,0000-00-00,,0,,,,0000-00-00,28/09/2018
Lunch - Home Hosted,Lunch - Home Hosted,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Lunch - Lookout Café - Transfers Excluded ,Lunch - Lookout Café - Transfers Excluded ,,,,,,Elephant rides into the Zambezi National Park,Elephant rides into the Zambezi National Park,,1,0,0,0,120,80,,0000-00-00,,3,,,,0000-00-00,27/09/2018
Meet and Greet -  Zimbabwe,Meet and Greet -  Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Meet and Greet Rovos - Zimbabwe,Meet and Greet Rovos - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Microlight Flight - 12/15 Minutes - Zambia,Microlight Flight - 12/15 Minutes - Zambia,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Microlight Flight - 25/30 Minutes - Zambia,Microlight Flight - 25/30 Minutes - Zambia,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Mineral Water - Zimbabwe,Mineral Water - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Mwanga Lodge ,Mwanga Lodge ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
National Botanical Gardens ,National Botanical Gardens ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Ndomoshava Village Tour ,Ndomoshava Village Tour ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Other services,Other services,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Passes & Packages Vic Falls (Zimbabwe),Passes & Packages Vic Falls (Zimbabwe),,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Pay it Forward,Pay it Forward,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Porterage - Zimbabwe,Porterage - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
"Rafting - Five Days, Four Nights - Zimbabwe","Rafting - Five Days, Four Nights - Zimbabwe",,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Rafting - High Water - Zimbabwe,Rafting - High Water - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Rafting - Low Water - Zimbabwe,Rafting - Low Water - Zimbabwe,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
"Rafting - Two Days, Two Nights - Zimbabwe","Rafting - Two Days, Two Nights - Zimbabwe",,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
Rafting Vic Falls (Zimbabwe) ,Rafting Vic Falls (Zimbabwe) ,,Chobe,Chobe,"Drive, Chobe, National, Activity, Takes, Hours, Entertained, Herds, Elephants, Occasionaly, Lions",,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc.,Game Drive Into Chobe National Park. This activity takes 3 hours and you will be entertained to huge herds of elephants on the Chobe Park. Occasionaly you can see lions etc,,1,0,0,0,72,42,,0000-00-00,,0,,,,0000-00-00,27/09/2018
